player_id,player_name,position,season,recent_team,games,receptions,targets,receiving_yards,receiving_tds,def_interceptions,def_pass_defended,def_tackles_solo,def_sacks,def_interception_yards
00-0033543,S.Jones IV,CB,2020,JAX,8,0,0,0,0,2,9,20,0.0,1
00-0033544,Q.Wilson,CB,2020,NYJ,1,0,0,0,0,0,0,1,0.0,0
00-0033548,C.Awuzie,CB,2020,DAL,8,0,0,0,0,1,5,29,0.0,0
00-0033551,R.Douglas,CB,2020,CAR,14,0,0,0,0,0,9,47,0.0,0
00-0033555,M.Hollins,WR,2020,MIA,11,16,25,176,1,0,0,1,0.0,0
00-0033568,N.Hairston,CB,2020,NYJ,2,0,0,0,0,0,0,5,0.0,0
00-0033572,J.Agnew,WR,2020,DET,14,13,20,89,0,0,0,4,0.0,0
00-0033589,D.Moore,WR,2020,SEA,16,35,47,417,6,0,0,0,0.0,0
00-0033591,N.Brown,WR,2020,DAL,10,14,24,154,0,0,0,1,0.0,0
00-0033608,R.Lewis,CB,2020,NYG,5,0,0,0,0,0,1,11,0.0,0
00-0033681,K.Cole Sr.,WR,2020,JAX,16,55,88,642,5,0,0,1,0.0,0
00-0033697,M.Davis,CB,2020,LAC,16,0,0,0,0,3,14,46,0.0,86
00-0033733,G.Ward,WR,2020,PHI,16,53,79,419,6,0,0,1,0.0,0
00-0033734,J.Perry,CB,2020,MIA,11,0,0,0,0,0,1,13,0.0,0
00-0033783,A.Witherspoon,CB,2020,SF,8,0,0,0,0,1,4,17,0.0,0
00-0033839,D.Westbrook,WR,2020,JAX,2,1,1,4,0,0,0,0,0.0,0
00-0033840,C.Hansen,WR,2020,HOU,5,17,24,236,1,0,0,0,0.0,0
00-0033857,J.Smith-Schuster,WR,2020,PIT,16,97,128,831,9,0,0,0,0.0,0
00-0033859,J.Malone,WR,2020,NYJ,3,4,6,16,0,0,0,0,0.0,0
00-0033871,C.Davis,WR,2020,TEN,14,65,92,984,5,0,0,1,0.0,0
00-0033874,M.Lattimore,CB,2020,NO,14,0,0,0,0,2,11,49,0.0,13
00-0033878,A.Jackson,CB,2020,TEN,3,0,0,0,0,0,0,9,0.0,0
00-0033884,T.White,CB,2020,BUF,14,0,0,0,0,3,11,41,1.5,28
00-0033890,B.Baker,S,2020,ARI,15,0,0,0,0,2,6,84,2.0,90
00-0033891,Z.Jones,WR,2020,LV,11,14,20,154,1,0,0,0,0.0,0
00-0033903,J.Jones,S,2020,JAX,13,0,0,0,0,1,1,56,0.0,0
00-0033908,C.Kupp,WR,2020,LA,15,92,124,974,3,0,0,3,0.0,0
00-0033911,T.Taylor,WR,2020,CLE,1,0,1,0,0,0,0,0,0.0,0
00-0033918,F.Moreau,CB,2020,WAS,5,0,0,0,0,2,3,7,0.0,0
00-0033921,C.Godwin,WR,2020,TB,12,65,84,840,7,0,0,2,0.0,0
00-0033926,Sq.Griffin,CB,2020,SEA,12,0,0,0,0,3,12,52,0.0,20
00-0033928,J.Lewis,CB,2020,DAL,14,0,0,0,0,0,2,38,2.0,0
00-0033930,C.Sutton,CB,2020,PIT,14,0,0,0,0,1,8,27,1.0,0
00-0033932,K.Golladay,WR,2020,DET,5,20,32,338,2,0,0,0,0.0,0
00-0033943,J.Reynolds,WR,2020,LA,16,52,81,618,2,0,0,1,0.0,0
00-0034052,B.Zylstra,WR,2020,CAR,5,3,4,35,0,0,0,0,0.0,0
00-0034054,R.Cracraft,WR,2020,SF,5,6,9,41,0,0,0,1,0.0,0
00-0034081,S.Mitchell,WR,2020,HOU,4,5,8,60,0,0,0,0,0.0,0
00-0034104,C.Sims,WR,2020,WAS,13,32,48,477,1,0,0,6,0.0,0
00-0034130,L.Stephens,CB,2020,SEA,5,0,0,0,0,0,0,3,0.0,0
00-0034132,C.Blake,WR,2020,ATL,10,13,18,141,0,0,0,2,0.0,0
00-0034203,D.Williams,CB,2020,LA,15,0,0,0,0,4,14,35,0.0,21
00-0034207,J.Badet,WR,2020,WAS,1,0,1,0,0,0,0,0,0.0,0
00-0034265,A.Averett,CB,2020,BAL,7,0,0,0,0,0,7,22,0.0,0
00-0034267,J.Scott,WR,2020,NYJ,1,1,1,16,0,0,0,0,0.0,0
00-0034272,M.Valdes-Scantling,WR,2020,GB,14,33,63,690,6,0,0,2,0.0,0
00-0034273,D.Ratley,WR,2020,NYG,5,4,10,63,0,0,0,0,0.0,0
00-0034278,T.Smith,CB,2020,IND,4,0,0,0,0,0,0,2,0.0,0
00-0034279,E.St. Brown,WR,2020,GB,8,7,13,117,1,0,0,2,0.0,0
00-0034286,R.James,WR,2020,SF,10,23,35,394,1,0,0,1,0.0,0
00-0034297,B.Pringle,WR,2020,KC,7,13,17,160,1,0,0,2,0.0,0
00-0034309,C.Beebe,WR,2020,MIN,12,20,30,201,2,0,0,3,0.0,0
00-0034317,K.Kirkwood,WR,2020,CAR,1,1,2,13,0,0,0,0,0.0,0
00-0034337,G.Stroman,CB,2020,WAS,2,0,0,0,0,0,0,0,0.0,0
00-0034339,T.Quinn,WR,2020,JAX,1,0,0,0,0,0,0,0,0.0,0
00-0034348,C.Sutton,WR,2020,DEN,1,3,6,66,0,0,0,1,0.0,0
00-0034353,A.Miller,WR,2020,CHI,16,49,76,485,2,0,0,2,0.0,0
00-0034356,D.Jackson,CB,2020,CAR,12,0,0,0,0,3,11,21,0.0,110
00-0034361,Ju.Reid,S,2020,HOU,13,0,0,0,0,0,4,54,2.0,0
00-0034366,K.Coutee,WR,2020,HOU,8,33,40,400,3,0,0,0,0.0,0
00-0034370,D.Hamilton,WR,2020,DEN,12,23,44,293,2,0,0,1,0.0,0
00-0034376,T.Johnson,CB,2020,BUF,16,0,0,0,0,1,7,62,1.0,51
00-0034377,A.Maddox,CB,2020,PHI,9,0,0,0,0,0,3,36,0.0,0
00-0034384,D.Reed,CB,2020,SEA,10,0,0,0,0,2,7,43,0.0,21
00-0034386,J.Watson,WR,2020,TB,7,7,11,94,0,0,0,4,1.0,0
00-0034388,D.Harris,CB,2020,BAL,5,0,0,0,0,0,1,13,0.0,0
00-0034391,S.Neal,CB,2020,BUF,9,1,1,13,0,0,1,7,0.0,0
00-0034395,D.Fountain,WR,2020,IND,2,2,3,23,0,0,0,0,0.0,0
00-0034407,R.McCloud,WR,2020,PIT,16,20,22,77,0,0,0,1,0.0,0
00-0034411,R.Gage,WR,2020,ATL,16,72,109,786,4,0,0,0,0.0,0
00-0034418,C.Wilson,WR,2020,DAL,13,17,28,189,2,0,0,1,0.0,0
00-0034419,B.Berrios,WR,2020,NYJ,16,37,55,394,3,0,0,0,0.0,0
00-0034426,J.Wims,WR,2020,CHI,10,6,12,48,1,0,0,0,0.0,0
00-0034446,J.Davis,CB,2020,CIN,2,0,0,0,0,0,0,1,0.0,0
00-0034487,T.Sherfield,WR,2020,ARI,9,5,7,50,0,0,0,5,0.0,0
00-0034510,R.Foster,WR,2020,WAS,3,2,6,37,0,0,0,0,0.0,0
00-0034516,T.Herndon,CB,2020,JAX,16,0,0,0,0,0,5,59,1.0,0
00-0034521,A.Lazard,WR,2020,GB,10,33,46,451,3,0,0,0,0.0,0
00-0034523,Q.Meeks,CB,2020,LAC,1,0,0,0,0,0,0,0,0.0,0
00-0034573,C.Ward,CB,2020,KC,14,0,0,0,0,0,6,36,1.0,0
00-0034631,V.Smith,WR,2020,NYJ,4,1,3,13,0,0,0,1,0.0,0
00-0034639,M.Ford,CB,2020,DET,8,0,0,0,0,0,1,9,0.0,0
00-0034646,B.Powell,WR,2020,ATL,15,12,18,69,2,0,0,1,0.0,0
00-0034652,C.Batson,WR,2020,TEN,10,12,13,100,1,0,0,0,0.0,0
00-0034653,D.Burnett,WR,2020,PHI,1,3,4,19,0,0,0,0,0.0,0
00-0034660,R.Gafford,WR,2020,LV,3,0,2,0,0,0,0,0,0.0,0
00-0034676,J.Washington,WR,2020,PIT,16,30,56,392,5,0,0,1,0.0,0
00-0034683,D.Phillips,CB,2020,CIN,11,0,0,0,0,1,12,30,0.0,21
00-0034686,A.Tate,WR,2020,CIN,8,14,22,150,0,0,0,0,0.0,0
00-0034728,J.Alexander,CB,2020,GB,15,0,0,0,0,1,13,39,1.0,-4
00-0034751,J.Jackson,CB,2020,GB,9,0,0,0,0,0,2,19,0.0,0
00-0034756,T.Flowers,CB,2020,SEA,11,0,0,0,0,0,2,37,0.0,0
00-0034764,M.Gallup,WR,2020,DAL,16,59,105,843,5,0,0,0,0.0,0
00-0034765,T.Smith,WR,2020,NO,13,34,50,448,4,0,0,0,0.0,0
00-0034772,A.Callaway,WR,2020,MIA,4,2,4,20,0,0,0,1,0.0,0
00-0034775,C.Kirk,WR,2020,ARI,14,48,79,621,6,0,0,0,0.0,0
00-0034777,D.Chark Jr.,WR,2020,JAX,13,53,93,706,5,0,0,1,0.0,0
00-0034778,C.Davis,CB,2020,TB,14,0,0,0,0,4,18,50,0.0,42
00-0034780,I.Yiadom,CB,2020,NYG,11,0,0,0,0,0,5,26,0.5,0
00-0034827,D.Moore,WR,2020,CAR,15,66,118,1193,4,0,0,4,0.0,0
00-0034837,C.Ridley,WR,2020,ATL,15,90,143,1374,9,0,0,1,0.0,0
00-0034843,M.Hughes,CB,2020,MIN,4,0,0,0,0,0,1,9,0.0,0
00-0034854,K.Hodge,WR,2020,CLE,7,11,17,180,0,0,0,3,0.0,0
00-0034856,D.Ward,CB,2020,CLE,12,0,0,0,0,2,18,37,0.0,0
00-0034858,Te.Edmunds,S,2020,PIT,15,0,0,0,0,2,8,43,1.0,11
00-0034860,D.Pettis,WR,2020,NYG,6,4,6,76,1,0,0,0,0.0,0
00-0034867,M.Turner,WR,2020,DAL,1,0,0,0,0,0,0,1,0.0,0
00-0034928,S.Sims,WR,2020,WAS,12,27,37,265,1,0,0,1,0.0,0
00-0034960,J.Meyers,WR,2020,NE,12,59,81,729,0,0,0,2,0.0,0
00-0034980,I.Johnson,CB,2020,LV,6,0,0,0,0,0,4,7,0.0,0
00-0034983,H.Renfrow,WR,2020,LV,16,56,77,656,2,0,0,1,0.0,0
00-0034990,K.Hollman,CB,2020,GB,7,0,0,0,0,0,3,7,0.0,0
00-0035006,O.Johnson,WR,2020,MIN,9,14,19,189,0,0,0,1,0.0,0
00-0035021,A.Dulin,WR,2020,IND,10,3,6,53,0,0,0,3,0.0,0
00-0035022,P.Hart,WR,2020,SEA,5,1,1,3,0,0,0,4,0.0,0
00-0035133,K.Nixon,CB,2020,LV,12,0,0,0,0,0,0,8,0.0,0
00-0035140,M.Hardman,WR,2020,KC,16,41,62,560,4,0,0,0,0.0,0
00-0035142,U.Amadi,CB,2020,SEA,14,0,0,0,0,0,7,46,0.0,0
00-0035147,R.Fenton,CB,2020,KC,14,0,0,0,0,1,7,27,0.0,31
00-0035150,K.Boyd,CB,2020,MIN,9,0,0,0,0,0,2,22,0.0,0
00-0035155,M.Fields,CB,2020,HOU,2,0,0,0,0,0,0,2,0.0,0
00-0035181,D.Shepherd,WR,2020,GB,8,5,8,46,0,0,0,0,0.0,0
00-0035188,A.Myres,CB,2020,DET,1,0,0,0,0,0,1,4,0.0,0
00-0035208,O.Zaccheaus,WR,2020,ATL,10,20,32,274,1,0,0,3,0.0,0
00-0035210,H.Miller,CB,2020,TB,2,0,0,0,0,1,1,5,0.0,2
00-0035215,D.Harris,WR,2020,NO,9,20,25,186,1,0,0,0,0.0,0
00-0035216,D.Johnson,WR,2020,PIT,15,88,144,923,7,0,0,1,0.0,0
00-0035236,B.Murphy,CB,2020,ARI,15,0,0,0,0,0,8,40,2.0,0
00-0035239,S.Murphy-Bunting,CB,2020,TB,16,0,0,0,0,1,3,50,0.0,0
00-0035241,J.Williams,CB,2020,NE,11,0,0,0,0,0,2,11,0.0,0
00-0035246,J.Arcega-Whiteside,WR,2020,PHI,5,4,8,85,0,0,0,0,0.0,0
00-0035270,A.Oruwariye,CB,2020,DET,16,0,0,0,0,1,7,44,0.0,0
00-0035277,M.Jackson,CB,2020,NE,1,0,0,0,0,0,0,1,0.0,0
00-0035287,K.Johnson,WR,2020,ARI,8,15,23,173,0,0,0,0,0.0,0
00-0035298,S.Miller,WR,2020,TB,14,33,53,501,3,0,0,1,0.0,0
00-0035307,J.Moreland,CB,2020,WAS,14,0,0,0,0,1,1,33,0.5,32
00-0035313,T.Godwin,WR,2020,JAX,2,3,6,32,0,0,0,0,0.0,0
00-0035341,T.Irwin,WR,2020,CIN,1,1,2,5,0,0,0,0,0.0,0
00-0035350,P.Williams,WR,2020,MIA,8,18,35,288,4,0,0,2,0.0,0
00-0035357,C.Lewis,CB,2020,BUF,1,0,0,0,0,0,0,4,0.0,0
00-0035370,S.Smith,S,2020,DAL,2,0,0,0,0,0,0,2,0.0,0
00-0035393,A.Chesley,CB,2020,HOU,1,0,0,0,0,0,0,1,0.0,0
00-0035399,S.Morgan,WR,2020,CIN,2,0,0,0,0,0,0,1,0.0,0
00-0035406,L.Humphrey,WR,2020,NO,2,3,5,46,1,0,0,0,0.0,0
00-0035414,J.Guyton,WR,2020,LAC,16,28,55,511,3,0,0,3,0.0,0
00-0035422,C.Westry,CB,2020,DAL,1,0,0,0,0,0,0,1,0.0,0
00-0035457,Ty.Johnson,WR,2020,LAC,11,20,26,398,3,0,0,1,0.0,0
00-0035480,M.Taylor,WR,2020,GB,10,5,6,66,1,0,0,3,0.0,0
00-0035485,N.Brooks,CB,2020,BAL,1,0,0,0,0,0,0,0,0.0,0
00-0035510,J.Smith,WR,2020,NYJ,9,17,37,167,0,0,0,1,0.0,0
00-0035527,A.Isabella,WR,2020,ARI,11,21,35,224,2,0,0,1,0.0,0
00-0035530,K.Willis,S,2020,IND,14,0,0,0,0,2,6,53,2.0,93
00-0035535,D.Slayton,WR,2020,NYG,16,50,96,751,3,0,0,0,0.0,0
00-0035590,R.Ridley,WR,2020,CHI,2,4,4,39,0,0,0,0,0.0,0
00-0035592,T.Fulgham,WR,2020,PHI,12,38,67,539,4,0,0,0,0.0,0
00-0035621,N.Webster,WR,2020,LA,16,0,0,0,0,0,0,7,0.0,0
00-0035637,R.Ya-Sin,CB,2020,IND,12,0,0,0,0,1,7,34,0.0,0
00-0035639,P.Campbell,WR,2020,IND,2,6,9,71,0,0,0,1,0.0,0
00-0035640,D.Metcalf,WR,2020,SEA,16,83,129,1303,10,0,0,3,0.0,0
00-0035645,G.Olszewski,WR,2020,NE,13,5,5,62,1,0,0,1,0.0,0
00-0035650,J.Layne,CB,2020,PIT,10,0,0,0,0,0,0,12,0.0,0
00-0035659,T.McLaurin,WR,2020,WAS,15,87,134,1118,4,0,0,3,0.0,0
00-0035662,M.Brown,WR,2020,BAL,16,58,100,769,8,0,0,2,0.0,0
00-0035676,A.Brown,WR,2020,TEN,14,70,106,1075,11,0,0,1,0.0,0
00-0035684,D.Baker,CB,2020,KC,1,0,0,0,0,0,1,4,1.0,0
00-0035695,T.Mullen,CB,2020,LV,15,0,0,0,0,2,14,54,0.0,0
00-0035696,D.Shelley,CB,2020,CHI,6,0,0,0,0,0,1,9,0.0,0
00-0035699,J.Dean,CB,2020,TB,14,0,0,0,0,1,7,50,0.0,32
00-0035703,M.Boykin,WR,2020,BAL,14,19,33,266,4,0,0,3,0.0,0
00-0035719,D.Samuel,WR,2020,SF,7,33,44,391,1,0,0,1,0.0,0
00-0035783,T.Hall,CB,2020,ATL,4,0,0,0,0,0,0,4,0.0,0
00-0035789,C.Rowland,WR,2020,ATL,2,0,0,0,0,0,0,0,0.0,0
00-0035795,J.Pierre,CB,2020,PIT,9,0,0,0,0,0,0,6,0.0,0
00-0035838,M.Cole,WR,2020,SF,1,0,0,0,0,0,0,1,0.0,0
00-0035848,D.Harris,WR,2020,IND,6,10,10,79,0,0,0,0,0.0,0
00-0035864,K.Hinton,WR,2020,DEN,1,0,0,0,0,0,0,0,0.0,0
00-0035869,A.Mack,WR,2020,NYG,5,7,11,91,0,0,0,0,0.0,0
00-0035925,J.Williams,CB,2020,NYG,1,0,0,0,0,0,0,0,0.0,0
00-0035970,S.Samuels,CB,2020,GB,2,0,0,0,0,0,0,3,0.0,0
00-0035976,D.Chisena,WR,2020,MIN,7,0,0,0,0,0,0,6,0.0,0
00-0036043,J.Whittaker,CB,2020,ARI,2,0,0,0,0,0,0,4,0.0,0
00-0036077,J.Hughes,S,2020,LA,3,0,0,0,0,0,0,1,0.0,0
00-0036084,M.Harper,CB,2020,NYG,5,0,0,0,0,0,0,4,0.0,0
00-0036087,M.Bryant,CB,2020,NE,7,0,0,0,0,1,1,8,0.0,0
00-0036100,I.Zuber,WR,2020,NE,4,2,2,29,0,0,0,0,0.0,0
00-0036101,L.Barcoo,CB,2020,JAX,3,0,0,0,0,0,1,7,0.0,0
00-0036106,P.Motley,CB,2020,DEN,2,0,0,0,0,0,1,4,0.0,0
00-0036110,J.Bradley,WR,2020,CLE,1,5,11,60,0,0,0,0,0.0,0
00-0036124,K.Dorsey,CB,2020,BAL,2,0,0,0,0,0,0,1,0.0,0
00-0036133,J.Proche,WR,2020,BAL,13,1,3,14,0,0,0,0,0.0,0
00-0036142,I.Wright,WR,2020,WAS,11,27,35,197,0,0,0,1,0.0,0
00-0036149,J.Guidry,CB,2020,NYJ,6,0,0,0,0,0,0,12,0.0,0
00-0036152,L.Jackson,CB,2020,NYJ,9,0,0,0,0,0,2,24,0.0,0
00-0036166,D.Jackson,CB,2020,BUF,4,0,0,0,0,1,5,13,0.0,6
00-0036182,N.Westbrook-Ikhine,WR,2020,TEN,9,3,8,33,0,0,0,3,0.0,0
00-0036196,G.Davis,WR,2020,BUF,16,35,62,599,7,0,0,4,0.0,0
00-0036219,M.Callaway,WR,2020,NO,9,21,27,213,0,0,0,1,0.0,0
00-0036222,I.Rodgers,CB,2020,IND,12,0,0,0,0,0,0,5,0.0,0
00-0036233,D.Peoples-Jones,WR,2020,CLE,12,14,20,304,2,0,0,0,0.0,0
00-0036241,B.Hall,CB,2020,NYJ,8,0,0,0,0,1,3,31,0.0,20
00-0036247,F.Swain,WR,2020,SEA,13,13,21,159,2,0,0,2,0.0,0
00-0036252,M.Pittman,WR,2020,IND,13,40,61,503,1,0,0,1,0.0,0
00-0036254,C.Johnson,WR,2020,JAX,11,18,31,272,2,0,0,0,0.0,0
00-0036255,D.Mims,WR,2020,NYJ,9,23,44,357,0,0,0,1,0.0,0
00-0036261,B.Aiyuk,WR,2020,SF,12,60,96,748,5,0,0,3,0.0,0
00-0036268,L.Shenault Jr.,WR,2020,JAX,14,58,79,600,5,0,0,2,0.0,0
00-0036271,Q.Watkins,WR,2020,PHI,4,7,13,106,1,0,0,0,0.0,0
00-0036274,J.Okudah,CB,2020,DET,9,0,0,0,0,1,2,37,0.0,36
00-0036277,Q.Cephus,WR,2020,DET,12,20,35,349,2,0,0,1,0.0,0
00-0036281,C.Henderson,CB,2020,JAX,8,0,0,0,0,1,6,27,0.0,22
00-0036285,A.Terrell,CB,2020,ATL,14,0,0,0,0,1,7,58,0.0,0
00-0036287,N.Igbinoghene,CB,2020,MIA,10,0,0,0,0,0,2,9,0.0,0
00-0036292,J.Johnson,CB,2020,CHI,13,0,0,0,0,0,15,32,0.0,0
00-0036299,T.Pride,CB,2020,CAR,13,0,0,0,0,0,2,26,0.0,0
00-0036303,J.Scott,CB,2020,JAX,6,0,0,0,0,0,0,10,0.0,0
00-0036304,J.Reid,CB,2020,HOU,5,0,0,0,0,0,1,11,0.0,0
00-0036307,K.Vildor,CB,2020,CHI,6,0,0,0,0,0,1,13,0.0,0
00-0036309,D.Mooney,WR,2020,CHI,16,61,98,631,4,0,0,1,0.0,0
00-0036315,S.Thomas-Oliver,CB,2020,CAR,4,0,0,0,0,0,0,6,0.0,0
00-0036316,C.Claybrooks,CB,2020,JAX,11,0,0,0,0,0,3,32,0.0,0
00-0036322,J.Jefferson,WR,2020,MIN,16,88,125,1400,7,0,0,1,0.0,0
00-0036324,J.Gladney,CB,2020,MIN,15,0,0,0,0,0,3,57,0.0,0
00-0036326,C.Claypool,WR,2020,PIT,16,62,109,873,9,0,0,2,0.0,0
00-0036330,C.Dantzler,CB,2020,MIN,11,0,0,0,0,2,4,34,0.0,0
00-0036331,D.Duvernay,WR,2020,BAL,15,20,26,201,0,0,0,1,0.0,0
00-0036340,A.Gandy-Golden,WR,2020,WAS,4,1,7,3,0,0,0,0,0.0,0
00-0036344,H.Hand,CB,2020,MIN,7,0,0,0,0,1,3,14,0.0,4
00-0036345,K.Osborn,WR,2020,MIN,8,0,0,0,0,0,0,2,0.0,0
00-0036357,H.Ruggs,WR,2020,LV,13,26,43,452,2,0,0,0,0.0,0
00-0036358,C.Lamb,WR,2020,DAL,16,74,111,935,5,0,0,2,0.0,0
00-0036359,D.Arnette,CB,2020,LV,8,0,0,0,0,0,2,21,0.0,0
00-0036361,T.Diggs,CB,2020,DAL,12,0,0,0,0,3,14,48,1.0,43
00-0036364,L.Bowden,WR,2020,MIA,9,28,37,211,0,0,0,2,0.0,0
00-0036365,B.Edwards,WR,2020,LV,9,11,15,193,1,0,0,0,0.0,0
00-0036372,R.Robinson,CB,2020,DAL,1,0,0,0,0,0,0,1,0.0,0
00-0036374,L.Sneed,CB,2020,KC,9,0,0,0,0,3,7,31,2.0,42
00-0036375,A.Robertson,CB,2020,LV,3,0,0,0,0,0,0,3,0.0,0
00-0036377,J.Reed,WR,2020,LAC,10,0,1,0,0,0,0,1,0.0,0
00-0036382,K.Hill Jr.,WR,2020,LAC,12,7,11,73,0,0,0,0,0.0,0
00-0036385,T.Keyes,CB,2020,KC,3,0,0,0,0,0,0,7,0.0,0
00-0036387,J.Reagor,WR,2020,PHI,11,31,54,396,1,0,0,1,0.0,0
00-0036390,M.Ojemudia,CB,2020,DEN,15,0,0,0,0,0,6,54,0.0,0
00-0036394,D.Holmes,CB,2020,NYG,11,0,0,0,0,1,5,22,0.5,0
00-0036398,J.Hightower,WR,2020,PHI,10,10,29,167,0,0,0,2,0.0,0
00-0036407,J.Jeudy,WR,2020,DEN,16,52,113,856,3,0,0,4,0.0,0
00-0036410,T.Higgins,WR,2020,CIN,15,67,108,908,6,0,0,3,0.0,0
00-0036412,K.Hamler,WR,2020,DEN,12,30,56,381,3,0,0,1,0.0,0
00-0036415,V.Jefferson,WR,2020,LA,14,19,31,220,1,0,0,2,0.0,0
00-0036416,K.Fulton,CB,2020,TEN,6,0,0,0,0,1,1,12,1.0,44
00-0036427,T.Johnson,WR,2020,TB,10,12,17,169,2,0,0,0,0.0,0
00-0036439,T.Cleveland,WR,2020,DEN,7,6,9,63,0,0,0,1,0.0,0
00-0026035,D.Amendola,WR,2021,HOU,8,24,38,248,3,0,0,1,0.0,0
00-0026189,D.Jackson,WR,2021,LV,14,20,34,454,2,0,0,1,0.0,0
00-0026293,M.Slater,WR,2021,NE,10,0,0,0,0,0,0,3,0.0,0
00-0026990,M.Jenkins,S,2021,NO,16,0,0,0,0,1,5,49,1.0,34
00-0027136,J.McCourty,S,2021,MIA,6,0,0,0,0,0,2,10,0.0,0
00-0027685,E.Sanders,WR,2021,BUF,14,42,72,626,4,0,0,1,0.0,0
00-0027691,A.Roberts,WR,2021,LAC,16,1,2,35,0,0,0,0,0.0,0
00-0027793,A.Brown,WR,2021,TB,7,42,62,545,4,0,0,0,0.0,0
00-0027860,J.Haden,CB,2021,PIT,12,0,0,0,0,0,6,20,0.0,0
00-0027872,K.Jackson,S,2021,DEN,15,0,0,0,0,1,2,55,1.0,7
00-0027942,A.Green,WR,2021,ARI,16,54,92,848,3,0,0,1,0.0,0
00-0027943,P.Peterson,CB,2021,MIN,13,0,0,0,0,1,5,33,0.0,66
00-0027944,J.Jones,WR,2021,TEN,10,31,48,434,1,0,0,2,0.0,0
00-0027965,J.Smith,CB,2021,BAL,8,0,0,0,0,0,3,14,0.0,0
00-0028002,R.Cobb,WR,2021,GB,11,28,39,375,5,0,0,0,0.0,0
00-0028075,B.Skrine,CB,2021,TEN,5,0,0,0,0,1,3,10,0.0,17
00-0028092,R.Sherman,CB,2021,TB,4,0,0,0,0,1,1,11,0.0,0
00-0028224,C.Harris,CB,2021,LAC,14,0,0,0,0,1,6,28,0.0,0
00-0028237,C.Hogan,WR,2021,NO,5,4,8,41,1,0,0,1,0.0,0
00-0029000,C.Beasley,WR,2021,BUF,16,82,112,693,1,0,0,0,0.0,0
00-0029261,C.Hayward,CB,2021,LV,17,0,0,0,0,1,9,37,0.0,0
00-0029269,T.Benjamin,WR,2021,SF,5,0,5,0,0,0,0,1,0.0,0
00-0029285,J.Norman,CB,2021,SF,14,0,0,0,0,1,5,35,0.0,40
00-0029293,M.Jones,WR,2021,JAX,17,73,120,832,4,0,0,1,0.0,0
00-0029530,J.Bethel,CB,2021,NE,7,0,0,0,0,0,1,7,0.0,0
00-0029542,S.Gilmore,CB,2021,CAR,7,0,0,0,0,2,2,12,0.0,13
00-0029560,D.Kirkpatrick,CB,2021,SF,3,0,0,0,0,0,0,6,0.0,0
00-0029608,T.Hilton,WR,2021,IND,10,23,37,331,3,0,0,0,0.0,0
00-0029632,M.Sanu,WR,2021,SF,8,15,24,177,0,0,0,1,0.0,0
00-0029664,J.Gordon,WR,2021,KC,9,5,14,32,1,0,0,0,0.0,0
00-0029681,J.Jenkins,CB,2021,TEN,14,0,0,0,0,1,6,33,0.0,0
00-0029901,R.Melvin,CB,2021,CAR,8,0,0,0,0,0,0,12,0.0,0
00-0030035,A.Thielen,WR,2021,MIN,13,67,95,726,10,0,0,0,0.0,0
00-0030062,D.Slay,CB,2021,PHI,16,0,0,0,0,3,9,37,0.0,76
00-0030068,M.Goodwin,WR,2021,CHI,14,20,40,313,1,0,0,0,0.0,0
00-0030085,K.Stills,WR,2021,NO,7,6,23,68,1,0,0,0,0.0,0
00-0030090,M.Hyde,S,2021,BUF,17,0,0,0,0,5,10,49,1.0,59
00-0030161,B.McDougald,S,2021,JAX,3,0,0,0,0,0,0,3,0.0,0
00-0030196,J.Heath,S,2021,NO,9,0,0,0,0,0,0,10,1.0,0
00-0030228,A.Bouye,CB,2021,CAR,10,0,0,0,0,0,3,21,0.0,0
00-0030279,K.Allen,WR,2021,LAC,16,106,157,1138,6,0,0,2,0.0,0
00-0030294,T.Jefferson,S,2021,BAL,4,0,0,0,0,0,1,8,1.0,0
00-0030312,J.Addae,S,2021,IND,4,0,0,0,0,0,0,9,0.0,0
00-0030383,D.Harmon,S,2021,ATL,17,0,0,0,0,2,5,39,0.0,0
00-0030411,L.Ryan,CB,2021,NYG,15,0,0,0,0,0,8,65,1.0,0
00-0030431,R.Woods,WR,2021,LA,9,45,69,556,4,0,0,1,0.0,0
00-0030471,S.Williams,S,2021,ATL,5,0,0,0,0,0,0,10,0.0,0
00-0030525,T.Austin,WR,2021,JAX,11,24,37,213,1,0,0,2,0.0,0
00-0030528,R.Alford,CB,2021,ARI,13,0,0,0,0,1,4,29,0.0,23
00-0030562,D.Trufant,CB,2021,LV,7,0,0,0,0,0,6,14,0.0,0
00-0030564,D.Hopkins,WR,2021,ARI,10,42,64,572,8,0,0,0,0.0,0
00-0030575,X.Rhodes,CB,2021,IND,13,0,0,0,0,1,7,29,0.0,4
00-0030663,W.Snead,WR,2021,CAR,7,4,8,38,0,0,0,0,0.0,0
00-0030669,A.Wilson,WR,2021,MIA,10,25,39,213,0,0,0,0,0.0,0
00-0031016,R.Cockrell,CB,2021,TB,15,0,0,0,0,0,7,28,0.0,0
00-0031041,K.Fuller,CB,2021,DEN,12,0,0,0,0,0,4,38,0.0,0
00-0031051,J.Brown,WR,2021,JAX,3,0,3,0,0,0,0,0,0.0,0
00-0031052,B.Breeland,CB,2021,MIN,13,0,0,0,0,2,5,38,0.0,26
00-0031097,T.Mitchell,CB,2021,HOU,13,0,0,0,0,1,10,38,0.0,22
